,county,grades,students,teachers,calworks,lunch,computer,expenditure,income,english,read,math,average_score,lat,lng,normalized_average_score
384,Sonoma,KK-06,167,10,0.52,11.46,29,6196.69,17.71,11.38,680.8,681.8,681.3,38.3463,-123.0595,1.4246027948879632
385,Stanislaus,KK-08,125,7,4.0,14.4,25,4645.41,14.18,0.0,688.5,674.7,681.6,37.8272,-120.9144,1.4403480594353126
386,Marin,KK-08,1091,62,0.54,0.54,113,6489.93,41.09,1.37,689.8,674.0,681.9,38.0605,-122.7008,1.4560933239826563
387,Santa Barbara,KK-06,134,6,0.75,3.73,27,5094.96,21.96,2.24,681.8,682.5,682.15,34.9312,-119.6148,1.4692143777721112
388,Sonoma,KK-08,600,32,2.69,29.32,55,4841.96,16.06,5.33,680.0,684.9,682.45,38.3463,-123.0595,1.4849596423194609
389,Marin,KK-08,1803,99,1.92,3.62,283,6315.31,25.74,2.77,685.6,679.5,682.55,38.0605,-122.7008,1.490208063835238
390,Santa Cruz,KK-06,158,7,13.75,16.25,15,5399.38,20.47,0.0,687.3,678.0,682.65,36.8722,-121.8101,1.4954564853510213
391,San Mateo,KK-08,2392,127,1.42,6.27,439,5429.47,35.81,17.73,682.4,684.3,683.35,37.2658,-122.3007,1.5321954359614973
392,Shasta,KK-08,526,28,3.99,11.41,33,5644.29,13.57,0.0,684.5,682.3,683.4,40.6722,-121.4228,1.534819646719386
393,Santa Cruz,KK-06,141,6,10.07,9.35,44,6060.26,20.09,0.0,680.4,688.2,684.3,36.8722,-121.8101,1.5820554403614226
394,Santa Cruz,KK-06,235,12,4.66,5.93,30,5319.55,18.28,0.43,688.5,680.2,684.35,36.8722,-121.8101,1.5846796511193173
395,Contra Costa,KK-08,3280,158,2.75,7.86,406,4819.9,25.24,6.07,682.2,687.4,684.8,38.0446,-122.185,1.6082975479403325
396,Santa Barbara,KK-06,1254,57,1.58,12.5,0,5208.23,25.06,10.13,686.2,683.7,684.95,34.9312,-119.6148,1.6161701802140103
397,Marin,KK-08,948,53,1.79,1.9,155,5859.96,30.63,3.38,692.2,679.9,686.05,38.0605,-122.7008,1.6739028168876073
398,Santa Clara,KK-08,15228,708,1.72,4.69,2232,4962.74,27.48,8.65,683.1,690.3,686.7,37.3116,-121.9357,1.708017556740195
399,Santa Cruz,KK-06,81,4,13.25,20.48,21,7614.38,30.84,12.35,693.8,681.3,687.55,36.8722,-121.8101,1.7526291396243372
400,Santa Clara,KK-08,2768,141,0.45,2.79,540,5566.47,34.16,1.59,691.6,686.6,689.1,37.3116,-121.9357,1.8339796731189615
401,Santa Barbara,KK-06,535,31,0.08,0.72,84,7039.95,43.23,1.5,693.5,688.6,691.05,34.9312,-119.6148,1.9363238926767066
402,San Diego,KK-06,2542,146,0.83,9.68,404,6604.06,27.95,10.39,687.7,695.0,691.35,32.8711,-116.4247,1.952069157224056
403,San Mateo,KK-08,1940,111,0.41,3.92,265,6180.15,49.94,6.13,693.7,690.1,691.9,37.2658,-122.3007,1.9809354755608546
404,Marin,KK-08,1059,65,0.85,1.42,272,6460.66,55.33,2.27,695.9,692.0,693.95,38.0605,-122.7008,2.0885281166343885
405,Marin,KK-08,2340,132,1.58,2.44,403,6415.35,35.48,2.48,693.6,694.9,694.25,38.0605,-122.7008,2.1042733811817325
406,Contra Costa,KK-08,3469,172,0.0,0.17,496,5230.88,34.3,0.89,697.9,691.7,694.8,38.0446,-122.185,2.133139699518531
407,San Diego,KK-06,2106,115,1.71,2.61,300,5838.17,38.63,2.42,695.1,695.3,695.2,32.8711,-116.4247,2.1541333855816633
408,San Mateo,KK-08,478,32,0.0,0.0,112,7711.51,35.34,3.77,701.3,689.3,695.3,37.2658,-122.3007,2.1593818070974407
409,Contra Costa,KK-08,1885,98,0.05,0.3,241,5592.77,31.05,1.96,697.4,695.7,696.55,38.0446,-122.185,2.2249870760447155
410,Contra Costa,KK-08,2422,139,0.0,0.12,466,5933.15,40.26,0.58,699.1,697.3,698.2,38.0446,-122.185,2.311586031055123
411,San Mateo,KK-08,1318,87,0.15,0.0,412,7593.41,35.81,2.81,695.4,701.1,698.25,37.2658,-122.3007,2.3142102418130115
412,Santa Barbara,KK-06,220,12,0.45,0.0,22,6500.45,43.23,1.36,693.3,703.6,698.45,34.9312,-119.6148,2.324707084844578
413,San Mateo,KK-08,687,44,0.3,0.0,209,7217.26,50.68,1.16,698.3,699.9,699.1,37.2658,-122.3007,2.3588218246971597
414,Santa Clara,KK-08,2341,124,0.17,0.6,286,5392.64,40.4,2.05,698.9,701.7,700.3,37.3116,-121.9357,2.42180288288654
415,San Mateo,KK-08,984,59,0.1,3.56,195,7290.34,28.72,6.0,700.9,707.7,704.3,37.2658,-122.3007,2.631739743517819
416,Santa Clara,KK-08,3724,208,1.07,1.5,721,5741.46,41.73,4.73,704.0,709.5,706.75,37.3116,-121.9357,2.76032607065448
417,Ventura,KK-08,441,20,3.56,37.19,45,4402.83,23.73,24.26,648.3,641.7,645.0,34.258,-118.6662,-0.48057421534089395
418,Yuba,KK-08,101,5,11.88,59.41,14,4776.34,9.95,2.97,667.9,676.5,672.2,39.2053,-121.2928,0.9469964369518076
419,Yuba,KK-08,1778,93,6.92,47.57,313,5993.39,12.5,5.01,660.5,651.0,655.75,39.2053,-121.2928,0.08363109760566913
